Date,BTC,SPY,DJI,IXIC,NYSE,TNX,XAU/USD,VIX,IYR,VNQ,HashDiff,Hashrate,Address,Transaction,GreedIndex
2020-02-11,10208.236328125,308.1277770996094,29276.33984375,9638.9404296875,14054.080078125,1.590000033378601,1565.5999755859375,15.180000305175781,84.27227783203125,78.305419921875,15521134947902.1,114190850.876276,536175.5,328575.5,52.0
2020-02-12,10326.0546875,310.11297607421875,29551.419921875,9725.9599609375,14136.98046875,1.6299999952316284,1567.4000244140625,13.739999771118164,84.94347381591797,78.77186584472656,15527537652308.824,113078706.954512,545526.0,334328.25,61.0
2020-02-13,10214.3798828125,309.78216552734375,29423.310546875,9711.9697265625,14099.0400390625,1.6169999837875366,1575.0999755859375,14.149999618530273,85.52001190185547,79.24633026123047,15533940356715.55,111966563.032748,554876.5,340081.0,65.0
2020-02-14,10312.1162109375,310.2784423828125,29398.080078125,9731.1796875,14097.33984375,1.5880000591278076,1582.699951171875,13.680000305175781,86.29451751708984,80.06661987304688,15540343061122.275,110854419.110984,564227.0,340433.5,63.0
2020-02-15,9889.4248046875,,,,,,,,,,15546745765529.0,109742275.18922,565493.0,340786.0,64.0
2020-02-16,9934.43359375,,,,,,,,,,15546745765529.0,109549066.95825325,566759.0,341138.5,59.0
2020-02-17,9690.142578125,,,,,,,,,,15546745765529.0,109355858.72728649,568025.0,341491.0,49.0
2020-02-18,10141.99609375,309.4789123535156,29232.189453125,9732.740234375,14039.009765625,1.555999994277954,1600.0,14.829999923706055,86.23430633544922,79.97816467285156,15546745765529.0,109162650.49631974,569291.0,340739.25,53.0
2020-02-19,9633.38671875,310.95855712890625,29348.029296875,9817.1796875,14087.1298828125,1.5700000524520874,1607.5,14.380000114440918,85.1500244140625,78.90052795410156,15546745765529.0,108969442.265353,558423.0,339987.5,50.0
2020-02-20,9608.4755859375,309.6810607910156,29219.98046875,9750.9697265625,14061.48046875,1.524999976158142,1616.5999755859375,15.5600004196167,86.07078552246094,79.8414306640625,15546745765529.0,109162650.49631974,547555.0,339235.75,44.0
2020-02-21,9686.44140625,306.4918518066406,28992.41015625,9576.58984375,13975.7802734375,1.4709999561309814,1644.5999755859375,17.079999923706055,86.23430633544922,80.07466888427734,15546745765529.0,109355858.72728649,536687.0,338484.0,44.0
2020-02-22,9663.181640625,,,,,,,,,,15546745765529.0,109549066.95825325,525819.0,337511.25,43.0
2020-02-23,9924.515625,,,,,,,,,,15546745765529.0,109742275.18922,541503.75,336538.5,46.0
2020-02-24,9650.1748046875,296.3269348144531,27960.80078125,9221.2802734375,13534.1201171875,1.3769999742507935,1672.4000244140625,25.030000686645508,85.08114624023438,78.98092651367188,15531787684220.0,110599011.516568,557188.5,335565.75,46.0
2020-02-25,9341.705078125,287.34759521484375,27081.359375,8965.6103515625,13143.73046875,1.3300000429153442,1646.9000244140625,27.850000381469727,82.80074310302734,76.84175109863281,15516829602911.0,111455747.843916,572873.25,334593.0,44.0
2020-02-26,8820.5224609375,286.2906494140625,26957.58984375,8980.7802734375,13046.6201171875,1.309999942779541,1640.0,27.559999465942383,81.93161010742188,76.01342010498047,15501871521602.0,112312484.171264,588558.0,327826.5,41.0
2020-02-27,8784.494140625,273.43292236328125,25766.640625,8566.48046875,12547.25,1.2990000247955322,1640.0,39.15999984741211,77.63753509521484,71.96829223632812,15486913440293.0,113169220.498612,567889.75,321060.0,39.0
2020-02-28,8672.455078125,272.28399658203125,25409.359375,8567.3701171875,12380.9697265625,1.1269999742507935,1564.0999755859375,40.11000061035156,75.2108154296875,70.23121643066406,15486913440293.0,113554149.82003576,547221.5,314293.5,40.0
2020-02-29,8599.5087890625,,,,,,,,,,15486913440293.0,113939079.1414595,526553.25,307527.0,38.0
