"Date","hedge_ratio_tvp"
2023-01-04,1.38124934273223
2023-01-05,1.37369171555592
2023-01-06,1.34890098669182
2023-01-10,1.35150325646722
2023-01-11,1.35751034625967
2023-01-12,1.36544920895989
2023-01-13,1.37308433491848
2023-01-18,1.37410630798497
2023-01-19,1.36368554920793
2023-01-20,1.39910607587466
2023-01-24,1.39933065048047
2023-01-25,1.39903870713279
2023-01-26,1.38963584617563
2023-01-27,1.3896465851171
2023-01-31,1.38469378256317
2023-02-01,1.39076931820015
2023-02-02,1.37091180387797
2023-02-03,1.3632324968979
2023-02-07,1.36410396701007
2023-02-08,1.36288155118834
2023-02-09,1.38219436145471
2023-02-10,1.38134415324238
2023-02-14,1.38053842209112
2023-02-15,1.39084777348823
2023-02-16,1.39910741836804
2023-02-17,1.3911732769172
2023-02-22,1.39204524494363
2023-02-23,1.38788549048691
2023-02-24,1.39724183607087
2023-02-28,1.40071170147716
2023-03-01,1.39457894006072
2023-03-02,1.38749995032194
2023-03-03,1.33120943911132
2023-03-07,1.3196302947081
2023-03-08,1.31975593500465
2023-03-09,1.35893455545872
2023-03-10,1.35260345199074
2023-03-14,1.35025505402134
2023-03-15,1.35165220747435
2023-03-16,1.3533804147179
2023-03-17,1.2914523136528
2023-03-21,1.28873942400157
2023-03-22,1.29627783375517
2023-03-23,1.29725988654551
2023-03-24,1.28646452017137
2023-03-28,1.28606079207003
2023-03-29,1.29966428069791
2023-03-30,1.2939535532244
2023-03-31,1.29187036067812
2023-04-04,1.28630757975323
2023-04-05,1.28570509248644
2023-04-06,1.28397296720718
2023-04-11,1.2842919537588
2023-04-12,1.28382782230421
2023-04-13,1.27732451312861
2023-04-14,1.27677508169105
2023-04-18,1.27612763866958
2023-04-19,1.28093326991178
2023-04-20,1.28531291139409
2023-04-21,1.2853233103671
2023-04-25,1.24280827260924
2023-04-26,1.23859613395154
2023-04-27,1.25023002525849
2023-04-28,1.2428152129164
2023-05-02,1.22135733490517
2023-05-03,1.21039457442904
2023-05-04,1.20933728177648
2023-05-05,1.20898318904453
2023-05-09,1.20788324935074
2023-05-10,1.20615004335914
2023-05-11,1.20830555504018
2023-05-12,1.2089584029821
2023-05-16,1.20845002614566
2023-05-17,1.20651066109245
2023-05-18,1.18629699020778
2023-05-19,1.18627556747566
2023-05-23,1.16635504457954
2023-05-24,1.18281141199015
2023-05-25,1.17890989534414
2023-05-26,1.17389875658713
2023-05-31,1.17724164040152
2023-06-01,1.16177835386894
2023-06-02,1.16056436617136
2023-06-06,1.17001134372609
2023-06-07,1.17892283978167
2023-06-08,1.17758498135761
2023-06-09,1.17718309750411
2023-06-13,1.17390670400414
2023-06-14,1.1713515329807
2023-06-15,1.17217962115788
2023-06-16,1.16513955620156
2023-06-21,1.13799414362227
2023-06-22,1.13658453758602
2023-06-23,1.11814518873764
2023-06-27,1.11881951743279
2023-06-28,1.11766259383624
2023-06-29,1.119188768442
2023-06-30,1.10912585689404
2023-07-06,1.11522036255322
2023-07-07,1.11113899735248
2023-07-11,1.11075207971925
2023-07-12,1.10106278602912
2023-07-13,1.11663388485863
2023-07-14,1.11896576921122
2023-07-18,1.10792311243957
2023-07-19,1.10769718702862
2023-07-20,1.10630468370395
2023-07-21,1.10610275136232
2023-07-25,1.1057653447242
2023-07-26,1.10569878362261
2023-07-27,1.10475144385193
2023-07-28,1.09881894857786
2023-08-01,1.09503056963244
2023-08-02,1.09849743026416
2023-08-03,1.09791862977651
2023-08-04,1.09778194179955
2023-08-08,1.08778111916713
2023-08-09,1.08773967528982
2023-08-10,1.08811915390889
2023-08-11,1.08827887416815
2023-08-15,1.08462080494895
2023-08-16,1.09203164082571
2023-08-17,1.14057888250785
2023-08-18,1.14176734168406
2023-08-22,1.1421011970991
2023-08-23,1.14367035727982
2023-08-24,1.1378479239185
2023-08-25,1.13156979499275
2023-08-29,1.18339200487953
2023-08-30,1.17517798161899
2023-08-31,1.18332163078643
2023-09-01,1.18239428420865
2023-09-06,1.17850368813552
2023-09-07,1.17079582296803
2023-09-08,1.16980542268574
2023-09-12,1.1526299162657
2023-09-13,1.15283778193749
2023-09-14,1.15365869736388
2023-09-15,1.13598204174072
2023-09-19,1.12997084455968
2023-09-20,1.12394248449786
2023-09-21,1.12946479183006
2023-09-22,1.12891932448674
2023-09-26,1.11136762690076
2023-09-27,1.11125153982559
2023-09-28,1.11968344635781
2023-09-29,1.12025774330932
2023-10-03,1.10675268090028
2023-10-04,1.1090873236554
2023-10-05,1.11011658023039
2023-10-06,1.11553456651803
2023-10-10,1.10956003215249
2023-10-11,1.10154101873218
2023-10-12,1.10019991582158
2023-10-13,1.09588944269515
2023-10-17,1.09623216939778
2023-10-18,1.08187713837415
2023-10-19,1.06268446088842
2023-10-20,1.00939563977973
2023-10-24,1.01795367312589
2023-10-25,0.972322651016704
