"Kappa","Total","Short_term","Long_term","Long_Share"
0.96,34.6514415896975,31.6173453137085,3.03409627598897,8.75604631955937
0.97,33.5037681990641,30.6302277387538,2.87354046031024,8.57676797199937
0.98,32.2111423793544,29.4984126687794,2.71272971057493,8.42171220947954
0.99,30.7665806669897,28.2453574936136,2.52122317337607,8.1946811076122
