"Cutoff_Days","Total","Short_term","Long_term","Long_Share"
3,30.7665806669897,23.1130920362183,7.6534886307714,24.875980576493
5,30.7665806669897,28.2453574936136,2.52122317337607,8.1946811076122
7,30.7665806669897,28.2453574936136,2.52122317337607,8.1946811076122
10,30.7665806669897,28.2453574936136,2.52122317337607,8.1946811076122
